order_id,restaurant_id,driver_id,order_datetime,order_date,order_hour,day_of_week,is_weekend,status,num_items,subtotal_lkr,delivery_fee_lkr,discount_lkr,total_lkr,commission_lkr,payment_method,delivery_time_min,cancel_reason,customer_rated,customer_rating
ORD007396,R180,D064,2024-02-09 19:57:00,2024-02-09,19,Friday,1,Delivered,3,764.6,88.6,0.0,853.2,140.69,Card,39.6,,0,
ORD007397,R129,D053,2024-02-09 06:38:00,2024-02-09,6,Friday,1,Delivered,4,4070.88,154.62,814.11,3411.39,956.66,Cash,35.1,,1,
ORD007398,R192,D052,2024-02-09 01:13:00,2024-02-09,1,Friday,1,Delivered,2,1929.43,174.84,0.0,2104.27,457.27,Cash,19.2,,1,3.2
ORD007399,R061,D036,2024-02-09 12:58:00,2024-02-09,12,Friday,1,Refunded,4,2291.76,162.82,1.35,2453.23,566.06,Cash,,,0,
ORD007400,R141,D083,2024-02-09 17:15:00,2024-02-09,17,Friday,1,Refunded,1,1292.22,95.8,6.09,1381.93,413.51,UberCash,,Customer cancelled,0,
ORD007401,R144,D248,2024-02-09 10:47:00,2024-02-09,10,Friday,1,Cancelled,5,4796.77,148.29,302.42,4642.64,1069.68,UberCash,,Timeout,0,
ORD007402,R169,D115,2024-02-09 11:52:00,2024-02-09,11,Friday,1,Delivered,5,9794.62,171.13,0.0,9965.75,2713.11,Cash,49.2,,0,
ORD007403,R044,D118,2024-02-09 07:54:00,2024-02-09,7,Friday,1,Delivered,2,3998.27,115.83,479.25,3634.85,1227.47,UberCash,46.8,,0,
ORD007404,R197,D065,2024-02-09 09:27:00,2024-02-09,9,Friday,1,Delivered,4,9648.27,114.83,1089.75,8673.35,2624.33,Card,54.4,,0,
ORD007405,R194,D297,2024-02-09 13:51:00,2024-02-09,13,Friday,1,Cancelled,3,791.7,200.58,0.0,992.28,165.47,Cash,,Restaurant rejected,0,
ORD007406,R082,D045,2024-02-09 12:30:00,2024-02-09,12,Friday,1,Refunded,1,557.04,123.56,0.0,680.6,128.12,UberCash,,Customer cancelled,0,
ORD007407,R119,D131,2024-02-09 04:54:00,2024-02-09,4,Friday,1,Cancelled,4,2948.96,107.98,98.74,2958.2,684.16,Card,,,0,
ORD007408,R039,D163,2024-02-09 20:32:00,2024-02-09,20,Friday,1,Delivered,2,558.7,162.19,0.0,720.89,100.57,Card,25.9,,0,
ORD007409,R092,D216,2024-02-09 17:55:00,2024-02-09,17,Friday,1,Delivered,3,3437.41,163.52,0.0,3600.93,972.79,Card,29.6,,0,4.3
ORD007410,R036,D015,2024-02-09 18:00:00,2024-02-09,18,Friday,1,Delivered,3,2667.73,196.83,0.0,2864.56,680.27,Corporate,21.1,,1,
ORD007411,R164,D072,2024-02-09 11:24:00,2024-02-09,11,Friday,1,Delivered,3,2333.9,184.07,85.85,2432.12,557.8,Corporate,17.1,,1,4.9
ORD007412,R061,D118,2024-02-09 06:30:00,2024-02-09,6,Friday,1,Cancelled,5,3588.87,171.49,0.0,3760.36,886.45,Corporate,,Timeout,0,
ORD007413,R033,D137,2024-02-09 11:36:00,2024-02-09,11,Friday,1,Delivered,4,8381.74,181.63,0.0,8563.37,2346.89,Corporate,49.5,,0,
ORD007414,R095,D111,2024-02-09 12:39:00,2024-02-09,12,Friday,1,Delivered,3,3499.67,142.74,249.28,3393.13,951.91,Corporate,27.9,,1,
ORD007415,R112,D143,2024-02-09 14:11:00,2024-02-09,14,Friday,1,Delivered,5,1497.74,94.57,0.0,1592.31,293.56,Card,22.6,,0,4.8
ORD007416,R067,D087,2024-02-09 19:27:00,2024-02-09,19,Friday,1,Delivered,2,1066.56,128.75,115.49,1079.82,246.38,Cash,29.2,,1,4.2
ORD007417,R045,D292,2024-02-09 19:31:00,2024-02-09,19,Friday,1,Delivered,2,474.68,196.66,0.0,671.34,89.24,Cash,19.4,,1,3.9
ORD007418,R066,D227,2024-02-09 07:04:00,2024-02-09,7,Friday,1,Delivered,3,5236.16,100.11,0.0,5336.27,1560.38,Card,54.3,,0,
ORD007419,R054,D140,2024-02-09 09:20:00,2024-02-09,9,Friday,1,Delivered,1,1855.57,192.92,0.0,2048.49,560.38,Corporate,43.6,,0,
ORD007420,R144,D081,2024-02-09 12:52:00,2024-02-09,12,Friday,1,Refunded,1,891.66,159.34,0.0,1051.0,198.84,Card,,Restaurant rejected,0,
ORD007421,R049,D243,2024-02-09 18:17:00,2024-02-09,18,Friday,1,Delivered,1,275.67,126.73,0.0,402.4,57.34,Corporate,12.6,,0,3.9
ORD007422,R179,D144,2024-02-09 10:58:00,2024-02-09,10,Friday,1,Delivered,4,507.61,240.48,0.0,748.09,92.39,Card,33.0,,0,
ORD007423,R094,D068,2024-02-09 17:40:00,2024-02-09,17,Friday,1,Delivered,2,1012.99,243.74,0.0,1256.73,228.94,Cash,37.0,,1,
ORD007424,R088,D228,2024-02-09 17:53:00,2024-02-09,17,Friday,1,Delivered,4,2300.14,136.82,0.0,2436.96,554.33,Cash,44.5,,0,
ORD007425,R113,D068,2024-02-09 10:06:00,2024-02-09,10,Friday,1,Delivered,2,3962.56,114.58,0.0,4077.14,1220.47,Card,33.9,,1,
ORD007426,R039,D128,2024-02-09 10:54:00,2024-02-09,10,Friday,1,Delivered,5,1020.95,154.25,86.43,1088.77,183.77,Card,37.8,,0,3.8
ORD007427,R064,D244,2024-02-09 11:40:00,2024-02-09,11,Friday,1,Refunded,5,4543.53,164.53,119.73,4588.33,1181.32,Card,,,0,
ORD007428,R107,D230,2024-02-09 20:38:00,2024-02-09,20,Friday,1,Cancelled,1,1404.0,172.36,0.0,1576.36,416.99,Card,,Timeout,0,
ORD007429,R162,D082,2024-02-09 17:23:00,2024-02-09,17,Friday,1,Delivered,2,5402.55,178.38,753.62,4827.31,1545.13,UberCash,49.0,,1,
ORD007430,R132,D105,2024-02-09 19:43:00,2024-02-09,19,Friday,1,Delivered,5,2406.49,123.67,7.41,2522.75,647.35,Corporate,29.0,,1,4.6
ORD007431,R167,D014,2024-02-09 10:04:00,2024-02-09,10,Friday,1,Delivered,1,2861.57,247.37,498.69,2610.25,826.99,Card,44.6,,0,4.7
ORD007432,R072,D233,2024-02-09 20:50:00,2024-02-09,20,Friday,1,Delivered,5,3954.23,191.43,313.96,3831.7,1036.01,Corporate,23.3,,0,4.4
ORD007433,R004,D105,2024-02-09 21:42:00,2024-02-09,21,Friday,1,Delivered,4,2414.59,231.69,238.11,2408.17,622.96,Card,29.4,,1,
ORD007434,R037,D019,2024-02-09 18:32:00,2024-02-09,18,Friday,1,Delivered,3,1308.98,184.85,22.02,1471.81,294.52,Corporate,17.2,,0,3.5
ORD007435,R186,D278,2024-02-09 18:37:00,2024-02-09,18,Friday,1,Refunded,5,1742.55,243.46,0.0,1986.01,381.62,Card,,Customer cancelled,0,
ORD007436,R173,D134,2024-02-09 13:32:00,2024-02-09,13,Friday,1,Delivered,1,1800.79,210.59,0.0,2011.38,565.45,Cash,43.9,,1,4.8
ORD007437,R200,D137,2024-02-09 09:10:00,2024-02-09,9,Friday,1,Delivered,2,1666.42,235.82,328.07,1574.17,449.93,Card,19.5,,1,
ORD007438,R032,D173,2024-02-09 18:49:00,2024-02-09,18,Friday,1,Delivered,2,744.41,249.99,0.0,994.4,151.12,Card,29.4,,1,
ORD007439,R199,D088,2024-02-09 13:09:00,2024-02-09,13,Friday,1,Delivered,3,875.74,92.89,0.0,968.63,190.04,Corporate,18.2,,1,4.7
ORD007440,R041,D205,2024-02-09 18:50:00,2024-02-09,18,Friday,1,Delivered,2,606.5,144.04,0.0,750.54,122.51,Corporate,13.2,,0,3.9
ORD007441,R033,D240,2024-02-09 14:33:00,2024-02-09,14,Friday,1,Delivered,3,8811.61,197.53,0.0,9009.14,2467.25,Corporate,52.2,,0,
ORD007442,R114,D158,2024-02-09 22:23:00,2024-02-09,22,Friday,1,Delivered,5,5525.23,90.95,0.0,5616.18,1762.55,Cash,41.2,,1,
ORD007443,R044,D052,2024-02-09 18:40:00,2024-02-09,18,Friday,1,Delivered,4,6587.35,156.25,412.8,6330.8,2022.32,UberCash,40.0,,1,
ORD007444,R031,D144,2024-02-09 16:05:00,2024-02-09,16,Friday,1,Delivered,3,8781.85,125.88,338.67,8569.06,2406.23,UberCash,48.1,,1,4.0
ORD007445,R154,D085,2024-02-09 09:28:00,2024-02-09,9,Friday,1,Refunded,1,215.26,163.7,41.09,337.87,40.9,Corporate,,Restaurant rejected,0,
ORD007446,R037,D075,2024-02-09 04:15:00,2024-02-09,4,Friday,1,Delivered,5,2737.65,158.61,0.0,2896.26,615.97,UberCash,28.0,,1,
ORD007447,R088,D063,2024-02-09 20:52:00,2024-02-09,20,Friday,1,Delivered,2,1449.52,116.03,0.0,1565.55,349.33,UberCash,46.5,,0,3.6
ORD007448,R092,D274,2024-02-09 11:39:00,2024-02-09,11,Friday,1,Cancelled,1,1284.43,145.03,0.0,1429.46,363.49,UberCash,,Timeout,0,
ORD007449,R079,D140,2024-02-09 11:35:00,2024-02-09,11,Friday,1,Delivered,4,987.8,141.25,41.75,1087.3,193.61,Corporate,35.6,,1,4.6
ORD007450,R159,D233,2024-02-09 02:42:00,2024-02-09,2,Friday,1,Delivered,3,2054.63,123.91,0.0,2178.54,460.24,Cash,30.2,,0,
ORD007451,R008,D018,2024-02-09 11:40:00,2024-02-09,11,Friday,1,Cancelled,3,6840.48,141.84,919.44,6062.88,2031.62,Corporate,,Restaurant rejected,0,
ORD007452,R049,D182,2024-02-09 18:11:00,2024-02-09,18,Friday,1,Delivered,4,847.95,99.12,0.0,947.07,176.37,Corporate,13.1,,0,3.8
ORD007453,R144,D188,2024-02-09 21:31:00,2024-02-09,21,Friday,1,Delivered,4,3971.43,174.3,0.0,4145.73,885.63,Cash,20.7,,0,3.6
ORD007454,R142,D073,2024-02-09 13:22:00,2024-02-09,13,Friday,1,Cancelled,4,3532.02,184.49,0.0,3716.51,932.45,UberCash,,Driver unavailable,0,
ORD007455,R058,D079,2024-02-09 13:23:00,2024-02-09,13,Friday,1,Delivered,5,1697.63,167.55,160.02,1705.16,341.22,Corporate,29.0,,1,
ORD007456,R034,D033,2024-02-09 07:39:00,2024-02-09,7,Friday,1,Delivered,2,5951.3,80.85,747.18,5284.97,1886.56,UberCash,47.1,,1,4.6
ORD007457,R108,D045,2024-02-09 13:52:00,2024-02-09,13,Friday,1,Delivered,3,1677.03,141.34,195.38,1622.99,427.64,Card,41.5,,1,4.6
ORD007458,R095,D107,2024-02-09 21:31:00,2024-02-09,21,Friday,1,Delivered,1,864.77,216.98,0.0,1081.75,235.22,Card,36.9,,1,
ORD007459,R059,D088,2024-02-09 02:15:00,2024-02-09,2,Friday,1,Delivered,4,2962.09,201.68,391.55,2772.22,731.64,Corporate,47.5,,1,3.3
ORD007460,R047,D135,2024-02-09 18:02:00,2024-02-09,18,Friday,1,Delivered,1,2727.75,81.34,0.0,2809.09,810.14,UberCash,47.5,,1,3.8
ORD007461,R123,D063,2024-02-09 12:41:00,2024-02-09,12,Friday,1,Delivered,2,3847.45,137.74,181.72,3803.47,1150.39,UberCash,45.4,,1,
ORD007462,R080,D031,2024-02-09 04:33:00,2024-02-09,4,Friday,1,Delivered,5,3899.74,131.08,0.0,4030.82,1111.43,Cash,33.4,,0,4.5
ORD007463,R114,D117,2024-02-09 18:42:00,2024-02-09,18,Friday,1,Delivered,2,2656.4,83.21,48.42,2691.19,847.39,Card,41.3,,0,
ORD007464,R184,D243,2024-02-09 13:10:00,2024-02-09,13,Friday,1,Cancelled,1,1138.23,193.87,0.0,1332.1,331.22,Card,,Restaurant rejected,0,
ORD007465,R115,D138,2024-02-09 19:10:00,2024-02-09,19,Friday,1,Delivered,4,781.46,126.99,0.0,908.45,151.6,Cash,19.9,,1,
ORD007466,R019,D134,2024-02-09 09:46:00,2024-02-09,9,Friday,1,Delivered,4,6435.71,200.88,0.0,6636.59,1911.41,UberCash,49.0,,1,
ORD007467,R034,D027,2024-02-09 12:55:00,2024-02-09,12,Friday,1,Cancelled,5,14353.91,243.08,1087.96,13509.03,4550.19,Cash,,Driver unavailable,0,
ORD007468,R025,D022,2024-02-09 15:43:00,2024-02-09,15,Friday,1,Delivered,5,13203.84,173.43,0.0,13377.27,4093.19,Card,35.4,,1,3.2
ORD007469,R184,D198,2024-02-09 15:10:00,2024-02-09,15,Friday,1,Delivered,5,5745.85,197.65,394.92,5548.58,1672.04,Cash,51.3,,1,
ORD007470,R061,D173,2024-02-09 19:49:00,2024-02-09,19,Friday,1,Delivered,3,1678.72,249.37,0.0,1928.09,414.64,UberCash,30.0,,1,4.4
ORD007471,R190,D297,2024-02-09 04:57:00,2024-02-09,4,Friday,1,Delivered,4,1015.67,188.48,98.13,1106.02,216.34,UberCash,19.5,,0,3.4
ORD007472,R060,D168,2024-02-09 19:45:00,2024-02-09,19,Friday,1,Delivered,1,719.16,97.99,0.0,817.15,175.48,UberCash,38.6,,0,
ORD007473,R082,D141,2024-02-09 23:49:00,2024-02-09,23,Friday,1,Cancelled,2,961.29,231.72,0.0,1193.01,221.1,Card,,Restaurant rejected,0,
ORD007474,R192,D078,2024-02-09 14:55:00,2024-02-09,14,Friday,1,Delivered,1,927.78,173.74,0.0,1101.52,219.88,Cash,42.4,,0,3.4
ORD007475,R197,D054,2024-02-09 19:45:00,2024-02-09,19,Friday,1,Delivered,1,3051.09,190.77,0.0,3241.86,829.9,Card,62.0,,0,
ORD007476,R105,D111,2024-02-09 18:30:00,2024-02-09,18,Friday,1,Delivered,4,2437.75,169.93,233.71,2373.97,560.68,UberCash,35.2,,0,3.8
ORD007477,R100,D148,2024-02-09 09:05:00,2024-02-09,9,Friday,1,Delivered,2,1216.68,186.56,0.0,1403.24,299.3,UberCash,19.0,,0,4.8
ORD007478,R047,D136,2024-02-09 08:00:00,2024-02-09,8,Friday,1,Delivered,5,11657.07,154.29,0.0,11811.36,3462.15,Card,44.9,,0,
ORD007479,R154,D096,2024-02-09 10:10:00,2024-02-09,10,Friday,1,Delivered,5,994.23,102.11,0.0,1096.34,188.9,Corporate,38.2,,0,
ORD007480,R077,D050,2024-02-09 11:41:00,2024-02-09,11,Friday,1,Delivered,2,1710.75,187.12,0.0,1897.87,408.87,Card,44.5,,1,3.2
ORD007481,R163,D021,2024-02-09 11:32:00,2024-02-09,11,Friday,1,Delivered,3,1699.36,102.71,210.16,1591.91,380.66,Cash,25.1,,0,3.1
ORD007482,R045,D052,2024-02-09 17:44:00,2024-02-09,17,Friday,1,Delivered,5,1421.78,95.43,173.77,1343.44,267.29,Corporate,13.5,,0,3.6
ORD007483,R187,D210,2024-02-09 13:03:00,2024-02-09,13,Friday,1,Delivered,2,675.51,206.04,0.0,881.55,124.29,Corporate,23.5,,1,
ORD007484,R119,D177,2024-02-09 13:01:00,2024-02-09,13,Friday,1,Delivered,3,2197.99,140.84,0.0,2338.83,509.93,Cash,40.3,,0,
ORD007485,R068,D298,2024-02-09 12:10:00,2024-02-09,12,Friday,1,Delivered,4,2120.56,198.06,0.0,2318.62,468.64,Corporate,19.2,,0,
ORD007486,R155,D127,2024-02-09 19:43:00,2024-02-09,19,Friday,1,Delivered,2,1685.2,85.49,238.83,1531.86,390.97,Card,46.1,,1,3.9
ORD007487,R195,D007,2024-02-09 06:14:00,2024-02-09,6,Friday,1,Delivered,1,214.71,126.63,18.41,322.93,47.02,Corporate,16.9,,1,
ORD007488,R095,D052,2024-02-09 15:04:00,2024-02-09,15,Friday,1,Delivered,2,1737.68,88.02,296.65,1529.05,472.65,Corporate,34.0,,1,4.7
ORD007489,R026,D246,2024-02-09 19:32:00,2024-02-09,19,Friday,1,Cancelled,2,1322.88,192.35,0.0,1515.23,306.91,UberCash,,,0,
ORD007490,R154,D001,2024-02-09 16:19:00,2024-02-09,16,Friday,1,Delivered,5,892.18,229.58,0.0,1121.76,169.51,UberCash,22.5,,0,4.2
ORD007491,R132,D142,2024-02-09 15:32:00,2024-02-09,15,Friday,1,Delivered,2,1137.53,124.38,94.94,1166.97,306.0,Corporate,33.7,,0,4.4
ORD007492,R100,D217,2024-02-09 19:57:00,2024-02-09,19,Friday,1,Delivered,4,2841.23,182.97,505.32,2518.88,698.94,Card,33.1,,1,
ORD007493,R178,D219,2024-02-09 16:41:00,2024-02-09,16,Friday,1,Delivered,3,7699.33,213.18,665.21,7247.3,2186.61,UberCash,42.2,,0,
ORD007494,R032,D292,2024-02-09 07:57:00,2024-02-09,7,Friday,1,Delivered,2,752.54,101.0,0.0,853.54,152.77,Card,14.1,,0,3.3
ORD007495,R127,D289,2024-02-09 19:10:00,2024-02-09,19,Friday,1,Delivered,5,12472.18,127.26,0.0,12599.44,3953.68,Cash,46.7,,1,4.4
ORD007496,R018,D084,2024-02-09 12:09:00,2024-02-09,12,Friday,1,Delivered,1,1063.68,212.09,0.0,1275.77,284.0,UberCash,47.0,,0,
ORD007497,R142,D248,2024-02-09 22:43:00,2024-02-09,22,Friday,1,Delivered,4,3261.38,226.3,0.0,3487.68,861.0,UberCash,33.3,,0,4.2
ORD007498,R123,D283,2024-02-09 08:25:00,2024-02-09,8,Friday,1,Delivered,5,6503.59,215.37,0.0,6718.96,1944.57,UberCash,48.6,,0,4.4
ORD007499,R023,D130,2024-02-09 19:58:00,2024-02-09,19,Friday,1,Delivered,3,2207.43,221.83,0.0,2429.26,582.76,Card,22.5,,1,
ORD007500,R101,D002,2024-02-09 19:44:00,2024-02-09,19,Friday,1,Delivered,4,2494.21,105.19,0.34,2599.06,643.51,Corporate,35.6,,1,3.8
ORD007501,R162,D237,2024-02-09 12:15:00,2024-02-09,12,Friday,1,Delivered,3,8810.29,88.69,801.23,8097.75,2519.74,Corporate,51.9,,1,
ORD007502,R084,D278,2024-02-09 05:03:00,2024-02-09,5,Friday,1,Delivered,4,1888.08,219.29,0.0,2107.37,432.37,Cash,20.2,,0,4.5
ORD007503,R078,D237,2024-02-09 09:51:00,2024-02-09,9,Friday,1,Refunded,2,1174.34,179.28,0.0,1353.62,274.8,UberCash,,Driver unavailable,0,
ORD007504,R016,D284,2024-02-09 19:35:00,2024-02-09,19,Friday,1,Delivered,5,11535.35,80.42,0.0,11615.77,3460.6,UberCash,47.8,,0,3.8
ORD007505,R036,D058,2024-02-09 11:03:00,2024-02-09,11,Friday,1,Delivered,2,2044.31,205.16,18.56,2230.91,521.3,Corporate,37.0,,0,
ORD007506,R067,D065,2024-02-09 09:29:00,2024-02-09,9,Friday,1,Delivered,3,1605.96,237.44,0.0,1843.4,370.98,UberCash,21.1,,1,
ORD007507,R030,D136,2024-02-09 13:38:00,2024-02-09,13,Friday,1,Delivered,4,1291.7,191.92,0.0,1483.62,260.92,UberCash,22.1,,0,3.5
ORD007508,R198,D053,2024-02-09 13:18:00,2024-02-09,13,Friday,1,Delivered,3,1239.75,144.95,0.0,1384.7,295.06,Card,24.6,,1,3.2
ORD007509,R192,D175,2024-02-09 20:51:00,2024-02-09,20,Friday,1,Delivered,5,3528.78,215.78,0.0,3744.56,836.32,Card,22.1,,1,
ORD007510,R045,D228,2024-02-09 20:09:00,2024-02-09,20,Friday,1,Cancelled,5,1139.65,235.43,0.0,1375.08,214.25,Cash,,,0,
ORD007511,R136,D153,2024-02-09 20:47:00,2024-02-09,20,Friday,1,Delivered,5,3025.63,204.34,0.0,3229.97,692.87,Card,15.4,,1,4.0
ORD007512,R064,D176,2024-02-09 20:51:00,2024-02-09,20,Friday,1,Refunded,1,802.44,193.32,65.93,929.83,208.63,Cash,,,0,
ORD007513,R019,D176,2024-02-09 11:53:00,2024-02-09,11,Friday,1,Delivered,4,6573.04,105.51,0.0,6678.55,1952.19,Corporate,51.1,,1,
ORD007514,R007,D126,2024-02-09 20:10:00,2024-02-09,20,Friday,1,Delivered,5,2647.01,229.18,0.0,2876.19,619.4,Cash,44.1,,1,3.2
ORD007515,R160,D130,2024-02-09 09:21:00,2024-02-09,9,Friday,1,Refunded,4,1749.03,217.21,0.0,1966.24,407.52,Corporate,,Timeout,0,
ORD007516,R193,D171,2024-02-09 14:38:00,2024-02-09,14,Friday,1,Delivered,3,5202.77,213.06,0.0,5415.83,1519.21,Card,32.1,,1,
ORD007517,R150,D200,2024-02-09 15:35:00,2024-02-09,15,Friday,1,Delivered,4,1176.57,225.55,27.08,1375.04,232.96,UberCash,41.7,,1,
ORD007518,R182,D101,2024-02-09 10:27:00,2024-02-09,10,Friday,1,Delivered,3,1141.39,85.98,211.77,1015.6,224.85,Card,20.5,,1,
ORD007519,R113,D263,2024-02-09 09:02:00,2024-02-09,9,Friday,1,Cancelled,2,4578.69,113.44,0.0,4692.13,1410.24,Corporate,,Driver unavailable,0,
ORD007520,R028,D205,2024-02-09 19:09:00,2024-02-09,19,Friday,1,Delivered,5,1067.58,197.04,0.0,1264.62,209.25,Cash,12.2,,1,3.3
ORD007521,R075,D185,2024-02-09 13:09:00,2024-02-09,13,Friday,1,Delivered,4,3014.82,80.46,0.0,3095.28,807.97,Card,34.0,,0,3.5
ORD007522,R049,D215,2024-02-09 12:25:00,2024-02-09,12,Friday,1,Delivered,2,461.89,179.69,0.0,641.58,96.07,UberCash,40.5,,1,4.5
ORD007523,R183,D292,2024-02-09 09:17:00,2024-02-09,9,Friday,1,Delivered,1,196.14,238.35,28.89,405.6,41.78,Cash,38.3,,0,3.8
ORD007524,R056,D072,2024-02-09 16:37:00,2024-02-09,16,Friday,1,Delivered,1,256.17,204.12,35.74,424.55,48.16,Card,15.5,,1,4.6
ORD007525,R079,D092,2024-02-09 18:45:00,2024-02-09,18,Friday,1,Delivered,1,200.77,206.58,7.53,399.82,39.35,Cash,41.8,,0,4.5
ORD007526,R197,D066,2024-02-09 16:32:00,2024-02-09,16,Friday,1,Delivered,4,8984.42,136.3,0.0,9120.72,2443.76,Cash,38.3,,1,5.0
ORD007527,R190,D140,2024-02-09 23:17:00,2024-02-09,23,Friday,1,Delivered,5,1088.4,247.49,0.0,1335.89,231.83,Corporate,24.7,,1,4.3
ORD007528,R129,D089,2024-02-09 20:49:00,2024-02-09,20,Friday,1,Delivered,3,2950.02,89.49,395.92,2643.59,693.25,Card,20.8,,1,4.4
ORD007529,R098,D204,2024-02-09 15:43:00,2024-02-09,15,Friday,1,Delivered,3,6252.21,206.55,0.0,6458.76,1813.14,UberCash,51.6,,1,4.1
ORD007530,R023,D134,2024-02-09 11:00:00,2024-02-09,11,Friday,1,Delivered,5,3979.89,170.21,173.89,3976.21,1050.69,Corporate,45.1,,1,
ORD007531,R082,D214,2024-02-09 09:28:00,2024-02-09,9,Friday,1,Cancelled,4,1535.75,147.09,0.0,1682.84,353.22,Corporate,,Restaurant rejected,0,
ORD007532,R149,D033,2024-02-09 20:00:00,2024-02-09,20,Friday,1,Delivered,2,1075.03,204.92,63.1,1216.85,244.03,UberCash,42.4,,0,
ORD007533,R171,D089,2024-02-10 10:56:00,2024-02-10,10,Saturday,1,Delivered,2,630.48,124.61,0.0,755.09,126.1,Card,25.6,,0,4.7
ORD007534,R092,D240,2024-02-10 19:33:00,2024-02-10,19,Saturday,1,Cancelled,2,2546.38,127.11,0.0,2673.49,720.63,Corporate,,Driver unavailable,0,
ORD007535,R011,D231,2024-02-10 18:08:00,2024-02-10,18,Saturday,1,Delivered,3,2889.34,140.08,0.0,3029.42,887.03,Corporate,35.3,,0,
ORD007536,R093,D292,2024-02-10 12:51:00,2024-02-10,12,Saturday,1,Delivered,1,698.54,143.25,0.0,841.79,185.11,Cash,33.0,,1,
ORD007537,R029,D006,2024-02-10 14:12:00,2024-02-10,14,Saturday,1,Delivered,2,1420.45,112.11,50.23,1482.33,380.68,UberCash,40.2,,1,3.2
ORD007538,R156,D071,2024-02-10 20:00:00,2024-02-10,20,Saturday,1,Delivered,4,525.43,164.15,2.52,687.06,114.02,UberCash,26.0,,0,
ORD007539,R200,D136,2024-02-10 18:35:00,2024-02-10,18,Saturday,1,Delivered,1,647.09,169.38,0.0,816.47,174.71,Corporate,32.1,,0,
ORD007540,R116,D280,2024-02-10 12:03:00,2024-02-10,12,Saturday,1,Delivered,4,5220.64,164.14,0.0,5384.78,1639.28,UberCash,39.4,,0,3.7
ORD007541,R056,D228,2024-02-10 10:21:00,2024-02-10,10,Saturday,1,Delivered,2,582.96,175.2,0.0,758.16,109.6,Corporate,16.6,,0,4.9
ORD007542,R186,D143,2024-02-10 16:22:00,2024-02-10,16,Saturday,1,Delivered,5,1388.5,110.11,0.0,1498.61,304.08,Cash,30.2,,1,4.1
ORD007543,R003,D095,2024-02-10 08:11:00,2024-02-10,8,Saturday,1,Delivered,5,7302.1,122.8,0.0,7424.9,2073.8,Cash,37.7,,1,4.1
ORD007544,R001,D181,2024-02-10 10:47:00,2024-02-10,10,Saturday,1,Delivered,4,6264.39,244.15,1125.26,5383.28,1760.29,Card,38.2,,1,3.4
ORD007545,R026,D151,2024-02-10 22:48:00,2024-02-10,22,Saturday,1,Delivered,5,3019.7,241.12,0.0,3260.82,700.57,Corporate,28.0,,1,
ORD007546,R065,D075,2024-02-10 20:22:00,2024-02-10,20,Saturday,1,Cancelled,4,2594.97,186.04,0.0,2781.01,674.69,Cash,,Restaurant rejected,0,
ORD007547,R191,D289,2024-02-10 06:57:00,2024-02-10,6,Saturday,1,Delivered,1,314.0,189.39,0.0,503.39,67.51,Cash,41.4,,0,3.4
ORD007548,R164,D073,2024-02-10 14:31:00,2024-02-10,14,Saturday,1,Delivered,2,1148.04,182.24,0.0,1330.28,274.38,Corporate,17.9,,1,4.1
ORD007549,R190,D183,2024-02-10 19:26:00,2024-02-10,19,Saturday,1,Delivered,4,842.33,217.34,5.1,1054.57,179.42,Corporate,24.7,,1,
ORD007550,R135,D183,2024-02-10 09:42:00,2024-02-10,9,Saturday,1,Delivered,3,6131.77,227.98,0.0,6359.75,1729.16,Corporate,38.6,,1,
ORD007551,R136,D204,2024-02-10 09:41:00,2024-02-10,9,Saturday,1,Delivered,3,1404.41,133.03,257.88,1279.56,321.61,UberCash,30.5,,1,4.2
ORD007552,R012,D286,2024-02-10 21:02:00,2024-02-10,21,Saturday,1,Delivered,4,8786.92,237.74,404.51,8620.15,2433.98,Card,39.4,,1,
ORD007553,R199,D084,2024-02-10 12:32:00,2024-02-10,12,Saturday,1,Delivered,3,840.16,81.58,0.0,921.74,182.31,Corporate,27.7,,0,3.9
ORD007554,R120,D266,2024-02-10 04:14:00,2024-02-10,4,Saturday,1,Delivered,1,2363.98,115.93,138.05,2341.86,671.37,Corporate,50.5,,1,3.7
ORD007555,R023,D278,2024-02-10 16:18:00,2024-02-10,16,Saturday,1,Delivered,5,3650.22,138.47,379.28,3409.41,963.66,Cash,31.3,,0,4.7
ORD007556,R088,D044,2024-02-10 18:04:00,2024-02-10,18,Saturday,1,Refunded,3,2086.04,174.89,0.0,2260.93,502.74,Corporate,,Timeout,0,
ORD007557,R039,D120,2024-02-10 14:04:00,2024-02-10,14,Saturday,1,Delivered,1,250.48,97.14,0.0,347.62,45.09,UberCash,27.6,,1,
ORD007558,R060,D194,2024-02-10 19:02:00,2024-02-10,19,Saturday,1,Delivered,4,3403.05,203.82,0.0,3606.87,830.34,Corporate,31.0,,1,
ORD007559,R063,D207,2024-02-10 12:54:00,2024-02-10,12,Saturday,1,Delivered,3,3197.42,243.88,386.27,3055.03,796.16,Cash,18.7,,1,3.9
ORD007560,R067,D256,2024-02-10 22:48:00,2024-02-10,22,Saturday,1,Delivered,3,1437.51,112.61,0.0,1550.12,332.06,Cash,40.0,,1,
ORD007561,R178,D062,2024-02-10 13:28:00,2024-02-10,13,Saturday,1,Delivered,1,2283.03,196.15,0.0,2479.18,648.38,Corporate,50.6,,0,4.8
ORD007562,R101,D078,2024-02-10 13:14:00,2024-02-10,13,Saturday,1,Delivered,4,2848.55,97.84,0.0,2946.39,734.93,Cash,18.2,,1,4.0
