restaurant_id,month,year,commission_rate,avg_item_price_lkr,pricing_tier,category
R044,9,2024,0.302,2264.52,Premium,Desserts
R044,10,2024,0.299,2233.5,Premium,Desserts
R044,11,2024,0.285,2234.64,Premium,Desserts
R044,12,2024,0.287,2210.1,Premium,Desserts
R045,1,2024,0.178,347.74,Budget,Rice & Curry
R045,2,2024,0.184,411.61,Budget,Rice & Curry
R045,3,2024,0.199,413.05,Budget,Rice & Curry
R045,4,2024,0.209,391.13,Budget,Rice & Curry
R045,5,2024,0.199,403.46,Budget,Rice & Curry
R045,6,2024,0.197,442.63,Budget,Rice & Curry
R045,7,2024,0.18,415.52,Budget,Rice & Curry
R045,8,2024,0.179,473.66,Budget,Rice & Curry
R045,9,2024,0.187,538.75,Budget,Rice & Curry
R045,10,2024,0.206,602.23,Budget,Rice & Curry
R045,11,2024,0.215,679.15,Budget,Rice & Curry
R045,12,2024,0.217,662.33,Budget,Rice & Curry
R046,1,2024,0.212,228.4,Budget,Rice & Curry
R046,2,2024,0.212,288.46,Budget,Rice & Curry
R046,3,2024,0.22,280.74,Budget,Rice & Curry
R046,4,2024,0.211,359.44,Budget,Rice & Curry
R046,5,2024,0.196,331.61,Budget,Rice & Curry
R046,6,2024,0.186,410.17,Budget,Rice & Curry
R046,7,2024,0.171,395.55,Budget,Rice & Curry
R046,8,2024,0.177,385.39,Budget,Rice & Curry
R046,9,2024,0.179,477.97,Budget,Rice & Curry
R046,10,2024,0.19,572.89,Budget,Rice & Curry
R046,11,2024,0.178,563.04,Budget,Rice & Curry
R046,12,2024,0.19,621.87,Budget,Rice & Curry
R047,1,2024,0.282,2450.03,Premium,Desserts
R047,2,2024,0.263,2543.14,Premium,Desserts
R047,3,2024,0.253,2599.53,Premium,Desserts
R047,4,2024,0.234,2686.92,Premium,Desserts
R047,5,2024,0.227,2769.4,Premium,Desserts
R047,6,2024,0.236,2803.84,Premium,Desserts
R047,7,2024,0.245,2886.44,Premium,Desserts
R047,8,2024,0.255,2863.43,Premium,Desserts
R047,9,2024,0.271,2856.22,Premium,Desserts
R047,10,2024,0.278,2949.97,Premium,Desserts
R047,11,2024,0.278,3042.05,Premium,Desserts
R047,12,2024,0.264,3118.34,Premium,Desserts
R048,1,2024,0.208,216.21,Budget,Kottu
R048,2,2024,0.205,166.23,Budget,Kottu
R048,3,2024,0.207,204.05,Budget,Kottu
R048,4,2024,0.212,282.28,Budget,Kottu
R048,5,2024,0.207,246.07,Budget,Kottu
R048,6,2024,0.197,242.22,Budget,Kottu
R048,7,2024,0.188,273.55,Budget,Kottu
R048,8,2024,0.187,369.22,Budget,Kottu
R048,9,2024,0.172,352.39,Budget,Kottu
R048,10,2024,0.163,360.85,Budget,Kottu
R048,11,2024,0.181,344.13,Budget,Kottu
R048,12,2024,0.191,329.46,Budget,Kottu
R049,1,2024,0.215,212.15,Budget,Indian
R049,2,2024,0.223,229.46,Budget,Indian
R049,3,2024,0.237,241.11,Budget,Indian
R049,4,2024,0.247,307.62,Budget,Indian
R049,5,2024,0.232,289.37,Budget,Indian
R049,6,2024,0.231,380.87,Budget,Indian
R049,7,2024,0.215,453.8,Budget,Indian
R049,8,2024,0.234,448.65,Budget,Indian
R049,9,2024,0.224,412.91,Budget,Indian
R049,10,2024,0.238,447.11,Budget,Indian
R049,11,2024,0.245,443.03,Budget,Indian
R049,12,2024,0.237,532.64,Budget,Indian
R050,1,2024,0.287,1099.72,Premium,Seafood
R050,2,2024,0.307,1129.92,Premium,Seafood
R050,3,2024,0.305,1194.7,Premium,Seafood
R050,4,2024,0.288,1285.77,Premium,Seafood
R050,5,2024,0.284,1293.84,Premium,Seafood
R050,6,2024,0.291,1323.01,Premium,Seafood
R050,7,2024,0.274,1405.64,Premium,Seafood
R050,8,2024,0.271,1458.23,Premium,Seafood
R050,9,2024,0.263,1492.77,Premium,Seafood
R050,10,2024,0.275,1508.38,Premium,Seafood
R050,11,2024,0.27,1541.42,Premium,Seafood
R050,12,2024,0.266,1500.62,Premium,Seafood
R051,1,2024,0.209,396.93,Budget,Sandwiches
R051,2,2024,0.228,417.2,Budget,Sandwiches
R051,3,2024,0.216,429.17,Budget,Sandwiches
R051,4,2024,0.23,470.14,Budget,Sandwiches
R051,5,2024,0.249,466.02,Budget,Sandwiches
R051,6,2024,0.234,554.63,Budget,Sandwiches
R051,7,2024,0.226,554.07,Budget,Sandwiches
R051,8,2024,0.207,570.19,Budget,Sandwiches
R051,9,2024,0.202,568.6,Budget,Sandwiches
R051,10,2024,0.2,558.84,Budget,Sandwiches
R051,11,2024,0.217,594.96,Budget,Sandwiches
R051,12,2024,0.229,665.87,Budget,Sandwiches
R052,1,2024,0.299,1761.23,Premium,Pizza
R052,2,2024,0.314,1799.96,Premium,Pizza
R052,3,2024,0.3,1888.4,Premium,Pizza
R052,4,2024,0.31,1927.95,Premium,Pizza
R052,5,2024,0.3,1979.44,Premium,Pizza
R052,6,2024,0.286,1964.39,Premium,Pizza
R052,7,2024,0.298,1929.15,Premium,Pizza
R052,8,2024,0.298,1904.89,Premium,Pizza
R052,9,2024,0.284,1962.25,Premium,Pizza
R052,10,2024,0.277,1979.16,Premium,Pizza
R052,11,2024,0.268,1953.86,Premium,Pizza
R052,12,2024,0.27,1923.16,Premium,Pizza
R053,1,2024,0.317,1695.82,Premium,Seafood
R053,2,2024,0.299,1713.89,Premium,Seafood
R053,3,2024,0.309,1776.94,Premium,Seafood
R053,4,2024,0.295,1741.32,Premium,Seafood
R053,5,2024,0.313,1820.4,Premium,Seafood
R053,6,2024,0.301,1862.6,Premium,Seafood
R053,7,2024,0.291,1885.35,Premium,Seafood
R053,8,2024,0.286,1867.49,Premium,Seafood
R053,9,2024,0.3,1906.32,Premium,Seafood
R053,10,2024,0.304,1947.77,Premium,Seafood
R053,11,2024,0.324,1923.32,Premium,Seafood
R053,12,2024,0.331,1874.54,Premium,Seafood
R054,1,2024,0.289,1808.19,Premium,Burgers
R054,2,2024,0.298,1852.32,Premium,Burgers
R054,3,2024,0.289,1928.85,Premium,Burgers
R054,4,2024,0.273,1962.24,Premium,Burgers
R054,5,2024,0.254,2002.74,Premium,Burgers
R054,6,2024,0.26,1984.43,Premium,Burgers
R054,7,2024,0.268,1948.75,Premium,Burgers
R054,8,2024,0.269,1980.21,Premium,Burgers
R054,9,2024,0.282,2035.19,Premium,Burgers
R054,10,2024,0.287,2032.73,Premium,Burgers
R054,11,2024,0.271,2052.61,Premium,Burgers
R054,12,2024,0.255,2104.27,Premium,Burgers
R055,1,2024,0.191,241.87,Budget,Chinese
R055,2,2024,0.199,298.78,Budget,Chinese
R055,3,2024,0.196,255.73,Budget,Chinese
R055,4,2024,0.211,336.27,Budget,Chinese
R055,5,2024,0.202,314.27,Budget,Chinese
R055,6,2024,0.222,380.93,Budget,Chinese
R055,7,2024,0.227,349.79,Budget,Chinese
R055,8,2024,0.211,415.44,Budget,Chinese
R055,9,2024,0.198,466.04,Budget,Chinese
R055,10,2024,0.195,532.16,Budget,Chinese
R055,11,2024,0.179,522.32,Budget,Chinese
R055,12,2024,0.198,479.99,Budget,Chinese
R056,1,2024,0.173,308.24,Budget,Desserts
R056,2,2024,0.171,274.11,Budget,Desserts
R056,3,2024,0.178,355.19,Budget,Desserts
R056,4,2024,0.162,358.14,Budget,Desserts
R056,5,2024,0.169,347.75,Budget,Desserts
R056,6,2024,0.172,352.65,Budget,Desserts
R056,7,2024,0.171,342.76,Budget,Desserts
R056,8,2024,0.161,367.39,Budget,Desserts
R056,9,2024,0.172,380.57,Budget,Desserts
R056,10,2024,0.174,441.77,Budget,Desserts
R056,11,2024,0.184,481.45,Budget,Desserts
R056,12,2024,0.179,449.95,Budget,Desserts
R057,1,2024,0.264,1619.36,Premium,Burgers
R057,2,2024,0.258,1673.55,Premium,Burgers
R057,3,2024,0.246,1668.2,Premium,Burgers
R057,4,2024,0.257,1618.68,Premium,Burgers
R057,5,2024,0.272,1693.08,Premium,Burgers
R057,6,2024,0.272,1751.71,Premium,Burgers
R057,7,2024,0.291,1743.28,Premium,Burgers
R057,8,2024,0.273,1797.7,Premium,Burgers
R057,9,2024,0.258,1879.94,Premium,Burgers
R057,10,2024,0.275,1886.29,Premium,Burgers
R057,11,2024,0.264,1921.82,Premium,Burgers
R057,12,2024,0.277,1872.51,Premium,Burgers
R058,1,2024,0.194,332.16,Budget,Pizza
R058,2,2024,0.186,359.79,Budget,Pizza
R058,3,2024,0.179,309.94,Budget,Pizza
R058,4,2024,0.169,331.71,Budget,Pizza
R058,5,2024,0.182,365.47,Budget,Pizza
R058,6,2024,0.173,443.75,Budget,Pizza
R058,7,2024,0.173,436.76,Budget,Pizza
R058,8,2024,0.168,502.19,Budget,Pizza
R058,9,2024,0.175,461.1,Budget,Pizza
R058,10,2024,0.169,473.99,Budget,Pizza
R058,11,2024,0.153,529.58,Budget,Pizza
R058,12,2024,0.148,567.3,Budget,Pizza
R059,1,2024,0.246,812.23,Mid-range,Sandwiches
R059,2,2024,0.23,891.98,Mid-range,Sandwiches
R059,3,2024,0.228,873.25,Mid-range,Sandwiches
R059,4,2024,0.229,855.0,Mid-range,Sandwiches
R059,5,2024,0.215,817.6,Mid-range,Sandwiches
R059,6,2024,0.227,835.05,Mid-range,Sandwiches
R059,7,2024,0.229,873.59,Mid-range,Sandwiches
R059,8,2024,0.216,900.82,Mid-range,Sandwiches
R059,9,2024,0.228,923.52,Mid-range,Sandwiches
R059,10,2024,0.244,982.36,Mid-range,Sandwiches
R059,11,2024,0.253,978.66,Mid-range,Sandwiches
R059,12,2024,0.261,959.33,Mid-range,Sandwiches
R060,1,2024,0.227,870.16,Mid-range,Kottu
R060,2,2024,0.243,848.38,Mid-range,Kottu
R060,3,2024,0.26,909.45,Mid-range,Kottu
R060,4,2024,0.257,947.4,Mid-range,Kottu
R060,5,2024,0.253,920.64,Mid-range,Kottu
R060,6,2024,0.238,938.97,Mid-range,Kottu
R060,7,2024,0.249,966.77,Mid-range,Kottu
R060,8,2024,0.257,937.68,Mid-range,Kottu
R060,9,2024,0.273,935.22,Mid-range,Kottu
R060,10,2024,0.284,1021.73,Mid-range,Kottu
R060,11,2024,0.287,1009.44,Mid-range,Kottu
R060,12,2024,0.278,1095.48,Mid-range,Kottu
R061,1,2024,0.262,631.64,Mid-range,Kottu
R061,2,2024,0.271,674.88,Mid-range,Kottu
R061,3,2024,0.276,651.29,Mid-range,Kottu
R061,4,2024,0.262,673.42,Mid-range,Kottu
R061,5,2024,0.273,768.72,Mid-range,Kottu
R061,6,2024,0.256,814.09,Mid-range,Kottu
R061,7,2024,0.24,788.42,Mid-range,Kottu
R061,8,2024,0.226,875.72,Mid-range,Kottu
R061,9,2024,0.239,878.95,Mid-range,Kottu
R061,10,2024,0.251,975.12,Mid-range,Kottu
R061,11,2024,0.253,1036.37,Mid-range,Kottu
R061,12,2024,0.238,1000.26,Mid-range,Kottu
R062,1,2024,0.191,215.96,Budget,Burgers
R062,2,2024,0.195,286.3,Budget,Burgers
R062,3,2024,0.175,274.86,Budget,Burgers
R062,4,2024,0.174,228.97,Budget,Burgers
R062,5,2024,0.157,291.59,Budget,Burgers
R062,6,2024,0.175,386.61,Budget,Burgers
R062,7,2024,0.188,476.0,Budget,Burgers
R062,8,2024,0.17,490.04,Budget,Burgers
R062,9,2024,0.164,571.66,Budget,Burgers
R062,10,2024,0.154,562.54,Budget,Burgers
R062,11,2024,0.147,576.94,Budget,Burgers
R062,12,2024,0.139,654.31,Budget,Burgers
R063,1,2024,0.251,820.55,Mid-range,Rice & Curry
R063,2,2024,0.257,853.05,Mid-range,Rice & Curry
R063,3,2024,0.266,934.62,Mid-range,Rice & Curry
R063,4,2024,0.282,912.83,Mid-range,Rice & Curry
R063,5,2024,0.264,899.12,Mid-range,Rice & Curry
R063,6,2024,0.255,917.31,Mid-range,Rice & Curry
R063,7,2024,0.239,938.63,Mid-range,Rice & Curry
R063,8,2024,0.238,1002.96,Mid-range,Rice & Curry
R063,9,2024,0.256,972.33,Mid-range,Rice & Curry
R063,10,2024,0.239,974.9,Mid-range,Rice & Curry
R063,11,2024,0.247,1030.07,Mid-range,Rice & Curry
R063,12,2024,0.265,1100.03,Mid-range,Rice & Curry
R064,1,2024,0.259,789.44,Mid-range,Sandwiches
R064,2,2024,0.258,844.59,Mid-range,Sandwiches
R064,3,2024,0.27,867.69,Mid-range,Sandwiches
R064,4,2024,0.263,877.84,Mid-range,Sandwiches
R064,5,2024,0.251,864.64,Mid-range,Sandwiches
R064,6,2024,0.264,923.67,Mid-range,Sandwiches
R064,7,2024,0.275,883.56,Mid-range,Sandwiches
R064,8,2024,0.258,919.97,Mid-range,Sandwiches
R064,9,2024,0.265,964.18,Mid-range,Sandwiches
R064,10,2024,0.278,1031.91,Mid-range,Sandwiches
R064,11,2024,0.288,1046.58,Mid-range,Sandwiches
R064,12,2024,0.285,1104.81,Mid-range,Sandwiches
R065,1,2024,0.274,714.32,Mid-range,Desserts
R065,2,2024,0.275,778.86,Mid-range,Desserts
R065,3,2024,0.266,778.25,Mid-range,Desserts
R065,4,2024,0.284,865.99,Mid-range,Desserts
R065,5,2024,0.298,862.26,Mid-range,Desserts
R065,6,2024,0.305,863.73,Mid-range,Desserts
R065,7,2024,0.309,813.83,Mid-range,Desserts
R065,8,2024,0.303,793.86,Mid-range,Desserts
R065,9,2024,0.323,817.38,Mid-range,Desserts
R065,10,2024,0.336,849.63,Mid-range,Desserts
R065,11,2024,0.35,846.27,Mid-range,Desserts
R065,12,2024,0.343,883.07,Mid-range,Desserts
R066,1,2024,0.31,1581.3,Premium,Rice & Curry
R066,2,2024,0.327,1621.98,Premium,Rice & Curry
R066,3,2024,0.341,1598.83,Premium,Rice & Curry
R066,4,2024,0.343,1577.39,Premium,Rice & Curry
R066,5,2024,0.361,1530.32,Premium,Rice & Curry
R066,6,2024,0.356,1605.69,Premium,Rice & Curry
R066,7,2024,0.358,1571.57,Premium,Rice & Curry
R066,8,2024,0.363,1538.5,Premium,Rice & Curry
R066,9,2024,0.372,1589.43,Premium,Rice & Curry
R066,10,2024,0.363,1547.4,Premium,Rice & Curry
R066,11,2024,0.376,1633.28,Premium,Rice & Curry
R066,12,2024,0.36,1706.75,Premium,Rice & Curry
R067,1,2024,0.232,564.58,Mid-range,Rice & Curry
R067,2,2024,0.218,556.28,Mid-range,Rice & Curry
R067,3,2024,0.224,509.78,Mid-range,Rice & Curry
R067,4,2024,0.223,557.81,Mid-range,Rice & Curry
R067,5,2024,0.235,540.29,Mid-range,Rice & Curry
R067,6,2024,0.215,621.11,Mid-range,Rice & Curry
R067,7,2024,0.205,669.75,Mid-range,Rice & Curry
R067,8,2024,0.199,722.8,Mid-range,Rice & Curry
R067,9,2024,0.199,820.48,Mid-range,Rice & Curry
R067,10,2024,0.195,836.5,Mid-range,Rice & Curry
R067,11,2024,0.188,880.44,Mid-range,Rice & Curry
R067,12,2024,0.19,917.75,Mid-range,Rice & Curry
R068,1,2024,0.235,499.2,Mid-range,Kottu
R068,2,2024,0.221,582.35,Mid-range,Kottu
R068,3,2024,0.226,606.32,Mid-range,Kottu
R068,4,2024,0.214,625.46,Mid-range,Kottu
R068,5,2024,0.208,649.24,Mid-range,Kottu
R068,6,2024,0.201,603.1,Mid-range,Kottu
R068,7,2024,0.205,697.72,Mid-range,Kottu
R068,8,2024,0.201,761.91,Mid-range,Kottu
R068,9,2024,0.206,809.64,Mid-range,Kottu
R068,10,2024,0.194,864.69,Mid-range,Kottu
R068,11,2024,0.204,921.82,Mid-range,Kottu
R068,12,2024,0.203,1005.24,Mid-range,Kottu
R069,1,2024,0.205,211.06,Budget,Rice & Curry
R069,2,2024,0.199,181.8,Budget,Rice & Curry
R069,3,2024,0.187,169.59,Budget,Rice & Curry
R069,4,2024,0.207,205.08,Budget,Rice & Curry
R069,5,2024,0.222,236.38,Budget,Rice & Curry
R069,6,2024,0.238,265.08,Budget,Rice & Curry
R069,7,2024,0.225,279.89,Budget,Rice & Curry
R069,8,2024,0.229,328.0,Budget,Rice & Curry
R069,9,2024,0.23,303.01,Budget,Rice & Curry
R069,10,2024,0.224,334.03,Budget,Rice & Curry
R069,11,2024,0.224,295.77,Budget,Rice & Curry
R069,12,2024,0.213,320.7,Budget,Rice & Curry
R070,1,2024,0.243,675.32,Mid-range,Indian
R070,2,2024,0.239,699.02,Mid-range,Indian
R070,3,2024,0.221,798.75,Mid-range,Indian
R070,4,2024,0.226,846.73,Mid-range,Indian
R070,5,2024,0.222,828.6,Mid-range,Indian
R070,6,2024,0.222,885.48,Mid-range,Indian
R070,7,2024,0.219,949.86,Mid-range,Indian
R070,8,2024,0.216,958.74,Mid-range,Indian
R070,9,2024,0.202,939.68,Mid-range,Indian
R070,10,2024,0.194,929.31,Mid-range,Indian
R070,11,2024,0.192,1013.56,Mid-range,Indian
R070,12,2024,0.192,1029.51,Mid-range,Indian
R071,1,2024,0.271,1075.61,Premium,Pizza
R071,2,2024,0.283,1048.98,Premium,Pizza
R071,3,2024,0.287,1112.69,Premium,Pizza
R071,4,2024,0.275,1103.63,Premium,Pizza
R071,5,2024,0.273,1102.04,Premium,Pizza
R071,6,2024,0.284,1089.53,Premium,Pizza
R071,7,2024,0.265,1068.77,Premium,Pizza
R071,8,2024,0.251,1041.05,Premium,Pizza
R071,9,2024,0.257,1040.68,Premium,Pizza
R071,10,2024,0.243,1004.12,Premium,Pizza
R071,11,2024,0.237,984.44,Premium,Pizza
R071,12,2024,0.248,994.81,Premium,Pizza
R072,1,2024,0.247,669.17,Mid-range,Chinese
R072,2,2024,0.235,619.2,Mid-range,Chinese
R072,3,2024,0.216,671.37,Mid-range,Chinese
R072,4,2024,0.21,695.67,Mid-range,Chinese
R072,5,2024,0.215,649.87,Mid-range,Chinese
R072,6,2024,0.199,746.16,Mid-range,Chinese
R072,7,2024,0.204,834.78,Mid-range,Chinese
R072,8,2024,0.197,794.65,Mid-range,Chinese
R072,9,2024,0.189,829.63,Mid-range,Chinese
R072,10,2024,0.175,803.78,Mid-range,Chinese
R072,11,2024,0.159,762.73,Mid-range,Chinese
R072,12,2024,0.169,854.6,Mid-range,Chinese
R073,1,2024,0.307,2470.06,Premium,Burgers
R073,2,2024,0.31,2539.01,Premium,Burgers
R073,3,2024,0.321,2615.95,Premium,Burgers
R073,4,2024,0.335,2645.76,Premium,Burgers
R073,5,2024,0.315,2638.43,Premium,Burgers
R073,6,2024,0.329,2732.95,Premium,Burgers
R073,7,2024,0.346,2685.62,Premium,Burgers
R073,8,2024,0.358,2697.25,Premium,Burgers
R073,9,2024,0.352,2679.8,Premium,Burgers
R073,10,2024,0.367,2717.86,Premium,Burgers
R073,11,2024,0.379,2727.25,Premium,Burgers
R073,12,2024,0.367,2778.71,Premium,Burgers
R074,1,2024,0.23,314.91,Budget,Seafood
R074,2,2024,0.238,351.13,Budget,Seafood
R074,3,2024,0.242,381.48,Budget,Seafood
R074,4,2024,0.232,346.76,Budget,Seafood
R074,5,2024,0.248,314.19,Budget,Seafood
R074,6,2024,0.234,400.46,Budget,Seafood
R074,7,2024,0.231,499.85,Budget,Seafood
R074,8,2024,0.218,554.03,Budget,Seafood
R074,9,2024,0.238,641.04,Budget,Seafood
R074,10,2024,0.249,602.51,Budget,Seafood
R074,11,2024,0.264,645.48,Budget,Seafood
R074,12,2024,0.25,636.28,Budget,Seafood
R075,1,2024,0.277,726.45,Mid-range,Desserts
R075,2,2024,0.287,678.03,Mid-range,Desserts
R075,3,2024,0.288,776.23,Mid-range,Desserts
R075,4,2024,0.294,862.34,Mid-range,Desserts
R075,5,2024,0.307,843.13,Mid-range,Desserts
R075,6,2024,0.325,862.88,Mid-range,Desserts
R075,7,2024,0.314,946.39,Mid-range,Desserts
R075,8,2024,0.319,928.39,Mid-range,Desserts
R075,9,2024,0.338,978.72,Mid-range,Desserts
R075,10,2024,0.32,1071.65,Mid-range,Desserts
R075,11,2024,0.332,1022.94,Mid-range,Desserts
R075,12,2024,0.323,1085.39,Mid-range,Desserts
R076,1,2024,0.239,809.39,Mid-range,Desserts
R076,2,2024,0.22,841.46,Mid-range,Desserts
R076,3,2024,0.205,831.55,Mid-range,Desserts
R076,4,2024,0.193,826.2,Mid-range,Desserts
R076,5,2024,0.174,924.03,Mid-range,Desserts
R076,6,2024,0.164,980.29,Mid-range,Desserts
R076,7,2024,0.173,1038.3,Mid-range,Desserts
R076,8,2024,0.166,1002.66,Mid-range,Desserts
R076,9,2024,0.173,967.53,Mid-range,Desserts
R076,10,2024,0.172,1006.62,Mid-range,Desserts
R076,11,2024,0.186,1081.72,Mid-range,Desserts
R076,12,2024,0.175,1151.61,Mid-range,Desserts
R077,1,2024,0.223,666.46,Mid-range,Beverages
R077,2,2024,0.239,665.99,Mid-range,Beverages
R077,3,2024,0.244,702.88,Mid-range,Beverages
R077,4,2024,0.262,759.27,Mid-range,Beverages
R077,5,2024,0.247,736.07,Mid-range,Beverages
R077,6,2024,0.255,768.43,Mid-range,Beverages
R077,7,2024,0.256,755.07,Mid-range,Beverages
R077,8,2024,0.263,739.29,Mid-range,Beverages
R077,9,2024,0.271,775.57,Mid-range,Beverages
R077,10,2024,0.265,814.07,Mid-range,Beverages
R077,11,2024,0.271,782.0,Mid-range,Beverages
R077,12,2024,0.268,782.19,Mid-range,Beverages
R078,1,2024,0.253,504.08,Mid-range,Seafood
R078,2,2024,0.244,484.14,Mid-range,Seafood
R078,3,2024,0.24,493.28,Mid-range,Seafood
R078,4,2024,0.232,534.64,Mid-range,Seafood
R078,5,2024,0.233,603.16,Mid-range,Seafood
R078,6,2024,0.233,639.84,Mid-range,Seafood
R078,7,2024,0.222,671.86,Mid-range,Seafood
R078,8,2024,0.205,643.43,Mid-range,Seafood
R078,9,2024,0.196,659.5,Mid-range,Seafood
R078,10,2024,0.206,691.84,Mid-range,Seafood
R078,11,2024,0.187,681.65,Mid-range,Seafood
R078,12,2024,0.183,634.28,Mid-range,Seafood
R079,1,2024,0.211,171.31,Budget,Chinese
R079,2,2024,0.208,176.33,Budget,Chinese
R079,3,2024,0.195,178.42,Budget,Chinese
R079,4,2024,0.199,156.39,Budget,Chinese
R079,5,2024,0.189,114.45,Budget,Chinese
R079,6,2024,0.175,108.51,Budget,Chinese
R079,7,2024,0.185,181.07,Budget,Chinese
R079,8,2024,0.172,185.22,Budget,Chinese
R079,9,2024,0.18,258.22,Budget,Chinese
R079,10,2024,0.182,216.63,Budget,Chinese
R079,11,2024,0.162,257.16,Budget,Chinese
R079,12,2024,0.15,224.32,Budget,Chinese
R080,1,2024,0.3,916.17,Premium,Beverages
R080,2,2024,0.286,1015.93,Premium,Beverages
R080,3,2024,0.272,1111.86,Premium,Beverages
R080,4,2024,0.28,1176.54,Premium,Beverages
R080,5,2024,0.271,1246.19,Premium,Beverages
R080,6,2024,0.271,1288.33,Premium,Beverages
R080,7,2024,0.268,1337.41,Premium,Beverages
R080,8,2024,0.258,1362.03,Premium,Beverages
R080,9,2024,0.24,1318.25,Premium,Beverages
R080,10,2024,0.237,1398.93,Premium,Beverages
R080,11,2024,0.223,1452.09,Premium,Beverages
R080,12,2024,0.222,1491.71,Premium,Beverages
R081,1,2024,0.286,1801.92,Premium,Beverages
R081,2,2024,0.279,1762.16,Premium,Beverages
R081,3,2024,0.296,1756.56,Premium,Beverages
R081,4,2024,0.281,1748.08,Premium,Beverages
R081,5,2024,0.265,1724.06,Premium,Beverages
R081,6,2024,0.259,1755.59,Premium,Beverages
R081,7,2024,0.276,1813.89,Premium,Beverages
R081,8,2024,0.273,1771.9,Premium,Beverages
R081,9,2024,0.29,1781.5,Premium,Beverages
R081,10,2024,0.305,1745.5,Premium,Beverages
R081,11,2024,0.3,1813.55,Premium,Beverages
R081,12,2024,0.298,1792.43,Premium,Beverages
R082,1,2024,0.248,509.71,Mid-range,Kottu
R082,2,2024,0.259,537.35,Mid-range,Kottu
R082,3,2024,0.268,523.69,Mid-range,Kottu
R082,4,2024,0.263,487.05,Mid-range,Kottu
R082,5,2024,0.265,500.15,Mid-range,Kottu
R082,6,2024,0.26,591.66,Mid-range,Kottu
R082,7,2024,0.244,635.2,Mid-range,Kottu
R082,8,2024,0.258,706.95,Mid-range,Kottu
R082,9,2024,0.238,669.88,Mid-range,Kottu
R082,10,2024,0.224,637.89,Mid-range,Kottu
R082,11,2024,0.233,621.78,Mid-range,Kottu
R082,12,2024,0.249,705.62,Mid-range,Kottu
R083,1,2024,0.282,2035.73,Premium,Chinese
R083,2,2024,0.269,2090.65,Premium,Chinese
R083,3,2024,0.268,2099.9,Premium,Chinese
R083,4,2024,0.283,2066.27,Premium,Chinese
R083,5,2024,0.269,2102.6,Premium,Chinese
R083,6,2024,0.271,2070.27,Premium,Chinese
R083,7,2024,0.258,2111.32,Premium,Chinese
R083,8,2024,0.255,2074.19,Premium,Chinese
R083,9,2024,0.274,2135.58,Premium,Chinese
R083,10,2024,0.272,2096.7,Premium,Chinese
R083,11,2024,0.282,2181.77,Premium,Chinese
R083,12,2024,0.262,2250.75,Premium,Chinese
R084,1,2024,0.237,578.09,Mid-range,Chinese
R084,2,2024,0.248,585.55,Mid-range,Chinese
R084,3,2024,0.268,598.45,Mid-range,Chinese
R084,4,2024,0.284,694.28,Mid-range,Chinese
R084,5,2024,0.284,733.78,Mid-range,Chinese
R084,6,2024,0.286,829.22,Mid-range,Chinese
R084,7,2024,0.305,924.26,Mid-range,Chinese
R084,8,2024,0.294,941.94,Mid-range,Chinese
R084,9,2024,0.279,994.89,Mid-range,Chinese
R084,10,2024,0.281,1038.78,Mid-range,Chinese
R084,11,2024,0.277,1087.63,Mid-range,Chinese
R084,12,2024,0.264,1144.96,Mid-range,Chinese
R085,1,2024,0.197,282.28,Budget,Sandwiches
R085,2,2024,0.182,374.21,Budget,Sandwiches
R085,3,2024,0.195,354.53,Budget,Sandwiches
R085,4,2024,0.2,353.4,Budget,Sandwiches
R085,5,2024,0.22,309.03,Budget,Sandwiches
R085,6,2024,0.227,370.66,Budget,Sandwiches
R085,7,2024,0.226,378.46,Budget,Sandwiches
R085,8,2024,0.242,328.63,Budget,Sandwiches
R085,9,2024,0.24,375.55,Budget,Sandwiches
R085,10,2024,0.237,473.78,Budget,Sandwiches
R085,11,2024,0.233,467.18,Budget,Sandwiches
R085,12,2024,0.251,542.56,Budget,Sandwiches
R086,1,2024,0.25,589.08,Mid-range,Beverages
R086,2,2024,0.236,636.36,Mid-range,Beverages
R086,3,2024,0.246,662.25,Mid-range,Beverages
R086,4,2024,0.249,684.21,Mid-range,Beverages
R086,5,2024,0.257,741.6,Mid-range,Beverages
R086,6,2024,0.271,828.61,Mid-range,Beverages
R086,7,2024,0.286,846.59,Mid-range,Beverages
R086,8,2024,0.275,901.98,Mid-range,Beverages
R086,9,2024,0.293,895.46,Mid-range,Beverages
R086,10,2024,0.308,965.75,Mid-range,Beverages
R086,11,2024,0.31,979.26,Mid-range,Beverages
R086,12,2024,0.3,1071.3,Mid-range,Beverages
R087,1,2024,0.197,371.0,Budget,Beverages
R087,2,2024,0.194,321.14,Budget,Beverages
R087,3,2024,0.188,413.04,Budget,Beverages
R087,4,2024,0.206,421.75,Budget,Beverages
R087,5,2024,0.223,464.04,Budget,Beverages
R087,6,2024,0.225,436.11,Budget,Beverages
R087,7,2024,0.238,417.65,Budget,Beverages
R087,8,2024,0.241,429.78,Budget,Beverages
R087,9,2024,0.231,479.57,Budget,Beverages
R087,10,2024,0.231,496.44,Budget,Beverages
R087,11,2024,0.224,462.02,Budget,Beverages
R087,12,2024,0.218,464.4,Budget,Beverages
R088,1,2024,0.239,769.46,Mid-range,Chinese
R088,2,2024,0.248,798.15,Mid-range,Chinese
R088,3,2024,0.233,867.07,Mid-range,Chinese
